,feature_t-19,feature_t-18,feature_t-17,feature_t-16,feature_t-15,feature_t-14,feature_t-13,feature_t-12,feature_t-11,feature_t-10,feature_t-9,feature_t-8,feature_t-7,feature_t-6,feature_t-5,feature_t-4,feature_t-3,feature_t-2,feature_t-1,feature_t-0,target,normalizeValue
10,1.0,0.9994134897360704,0.9963988183880131,0.9976304756231672,0.9970674486803519,0.9951906444739737,0.9966829092971041,0.9983885286840176,0.997045182482588,0.9972450770940249,0.998765478945198,0.9992258379536291,1.0008582151530425,1.0034955782624633,1.0066392646856672,1.004621703743585,1.004519393786657,1.0060293426961144,1.0093567431497434,1.0095601459402492,1.0140527630131966,426.25
11,1.0,0.9969835594786165,0.9982159395173122,0.9976525821596244,0.9957746765423269,0.9972678171077245,0.9989744374449824,0.997630302894843,0.9978303148153242,0.9993516089211048,0.9998122380932731,1.0014455732605267,1.0040844841182512,1.0072300154278535,1.005211270471134,1.0051089004731515,1.006619735502861,1.0099490886562867,1.0101526108146273,1.0146478643999413,1.0134971511196083,426.0
12,1.0,1.001236108687028,1.00067104685393,0.9987874595074347,1.0002851176696,1.0019969015009706,1.000648700181741,1.0008493172516812,1.002375214134651,1.0028372369712255,1.0044755139034025,1.0071224089626394,1.010277457287857,1.0082526044830873,1.0081499247578207,1.0096653309200845,1.0130047572544232,1.0132088951826825,1.01771774945874,1.0165635546183207,1.0171762558201045,424.7149963378906
13,1.0,0.9994356357824138,0.9975543738800987,0.999050183059543,1.0007598535523656,0.9994133166990377,0.9996136860906324,1.0011376991278478,1.0015991515590634,1.0032354059030315,1.0058790331516612,1.0090301863090867,1.007007833352375,1.0069052803937115,1.0084188156618823,1.0117541191985453,1.0119580051016688,1.0164612928246515,1.0153085229331094,1.0159204677046452,1.0181542419463274,425.239990234375
14,1.0,0.99811767578125,0.9996143296185662,1.0013249655330883,0.9999776683134192,1.000178150850184,1.0017030244715073,1.002164737477022,1.0038019157858455,1.0064470358455881,1.009599968405331,1.007576473460478,1.0074738625919117,1.0089882525275737,1.012325439453125,1.0125294404871323,1.017035271139706,1.0158818502987133,1.016494140625,1.0187291762408088,1.0172235466452206,425.0
15,1.0,1.0014994763379426,1.0032133382963364,1.0018635002438097,1.002064360865387,1.003592110206295,1.0040546939443833,1.0056949597652867,1.0083450681882962,1.0115039467817193,1.0094766357802694,1.0093738314005294,1.0108910772848652,1.0142345577246232,1.0144389434788859,1.0189532715605387,1.017797675513119,1.0184111205418402,1.0206503711533068,1.0191419021299428,1.01698229074057,424.20001220703125
16,1.0,1.0017112959106687,1.0003634788778903,1.0005640387646633,1.0020895007114776,1.0025513918547257,1.0041892018183427,1.006835342416139,1.0099894914377379,1.0079652157897236,1.0078625653319162,1.009377539548262,1.012716014024538,1.0129200937660572,1.0174276628545202,1.016273797001644,1.0168863235612826,1.019122221496701,1.0176160110003365,1.0154596330486776,1.0145089130983063,424.8360900878906
17,1.0,0.9986544855406139,0.9988547027964155,1.0003775586861732,1.0008386607473496,1.002473672721661,1.0051152927259466,1.0082640532864744,1.0062432358550668,1.0061407607624664,1.0076531468387044,1.010985917957394,1.0111896490547192,1.0156895175366507,1.0145376229163279,1.01514910305251,1.0173811812416511,1.0158775439136967,1.0137248498585714,1.0127757540919042,1.0126336227878217,425.5631103515625
18,1.0,1.0002004870139778,1.0017253946890616,1.0021871180056368,1.0038243328762297,1.0064695120072835,1.0096225149789004,1.0075989748449834,1.0074963616848922,1.0090107854401908,1.0123480468924189,1.0125520524822151,1.0170579837598337,1.0159045371604332,1.016516841160501,1.0187519266895393,1.0172462634699522,1.015090669031341,1.01414029452203,1.0139979717205598,1.0131520055630838,424.9905090332031
19,1.0,1.0015246020121789,1.0019862327777802,1.0036231194738472,1.0062677683871375,1.0094201393493132,1.0073970048275953,1.0072944122359866,1.0088085324298486,1.0121451249386078,1.012349089636131,1.0168541177141222,1.0157009023194326,1.0163130835851064,1.0185477210983425,1.01704235968417,1.0148871973276246,1.013937013317868,1.0137947190445522,1.012948922458308,1.015612453003224,425.0757141113281
20,1.0,1.0004609280337935,1.002095322928116,1.0047359459422456,1.0078835181095613,1.0058634633673682,1.0057610269505266,1.007272842227775,1.0106043555046886,1.0108080097105996,1.0153061798693157,1.014154719992671,1.0147659693463502,1.0169972051130467,1.015494135282163,1.013342253688625,1.0123935161260655,1.012251438464638,1.0114069294185848,1.0140664053211883,1.0156115536522023,425.7237854003906
21,1.0,1.001633641902972,1.0042730483406819,1.0074191703721558,1.0054000463008508,1.0052976570780723,1.0068087758383217,1.0101387542348406,1.010342314614066,1.0148384123952723,1.0136874830142442,1.0142984507557635,1.0165286585571631,1.0150262812141142,1.0128753910261614,1.0119270905618702,1.0117850783578488,1.0109409583903526,1.013599209030715,1.0151436454876697,1.0140636505576917,425.9200134277344
22,1.0,1.0026351016252761,1.0057760924025994,1.0037602614771635,1.0036580392489005,1.0051666934084977,1.0084912406852766,1.00869446906211,1.0131832338091329,1.0120341815679945,1.0126441528348928,1.0148707232176153,1.013370796218164,1.0112234140836478,1.0102766602760487,1.0101348796907323,1.009292136463885,1.0119460515573437,1.0134879690732335,1.0124097355906538,1.012958902872931,426.6158142089844
23,1.0,1.0031327357003874,1.00112220273364,1.0010202491633957,1.0025249383141661,1.0058407480952019,1.0060434423520697,1.0105204098348024,1.009374377505318,1.0099827456603023,1.0122034642239286,1.0107074792967903,1.0085657408607078,1.0076214752888517,1.0074800673278832,1.0066395389786549,1.0092864791158564,1.0108243442009608,1.0097489445058656,1.0102966684798087,1.0074706496432981,427.739990234375
24,1.0,0.9979957458318377,0.9978941106577318,0.9993941007360336,1.002699555401234,1.0029016166536024,1.0073646027803658,1.0062221494551993,1.0068286177054449,1.0090424010708892,1.0075510880333438,1.0054160381442712,1.0044747214687697,1.0043337551181204,1.0034958516988473,1.0061345255682164,1.0076675879739914,1.0065955467008647,1.0071415601589548,1.0043243668445152,1.0040729460324338,429.0799865722656
25,1.0,0.9998981607140808,1.0014011631913626,1.0047132561326457,1.0049157231804389,1.0093876722297237,1.008242924539227,1.0088506107470878,1.0110688400077736,1.0095745319971696,1.0074351943316637,1.0064919872293963,1.0063507377789471,1.0055111516156066,1.0081551246790086,1.009691265902233,1.0086170716708407,1.00916418167644,1.0063413306510667,1.0060894049157802,1.0054878475942661,428.2200012207031
26,1.0,1.0015031555575704,1.0048155858343875,1.0050180735033802,1.0094904780191474,1.0083456137364897,1.008953361836983,1.011171817023561,1.009677356818197,1.007537801261881,1.0065944980942925,1.006453234257635,1.0056135625827305,1.0082578049338853,1.0097941026125685,1.0087197989748606,1.0092669647034271,1.0064438261716417,1.0061918747778051,1.0055902561878836,1.0066879374938171,428.1763916015625
27,1.0,1.003307458651963,1.0035096424073202,1.0079753342935103,1.0068321883370501,1.00743902426874,1.0096541497770997,1.008161932606269,1.0060255883077582,1.005083700943396,1.0049426491295566,1.0041042377174256,1.0067445113266313,1.0082785031769392,1.0072058119609943,1.0077521564488077,1.0049332551641543,1.004681681924032,1.0040809663031345,1.005177000099775,1.0066463728547421,428.8200073242188
28,1.0,1.0002015172454004,1.0046524877307492,1.0035131102183004,1.004117945681704,1.006325768906038,1.0048384709118263,1.0027091691907157,1.00177038681026,1.0016297999815436,1.000794152439107,1.0034257222400065,1.004954657201149,1.0038855021712578,1.0044300456041826,1.0016204369838693,1.0013696930688778,1.000770957740323,1.0018633784007986,1.0033279072870298,1.0027233555508284,430.2383117675781
29,1.0,1.0044500737187512,1.0033109257642603,1.0039156393674442,1.0061230177669636,1.004636019428561,1.0025071467120161,1.0015685534742842,1.0014279949705303,1.0005925157915565,1.0032235553926028,1.00475218230906,1.0036832426889366,1.0042276764090776,1.0014186338592812,1.0011679404633325,1.0005693257659625,1.0016615263291893,1.0031257601470547,1.0025213302139084,1.0002672171756535,430.32501220703125
30,1.0,0.9988658988791017,0.999467933384356,1.001665532306667,1.0001851219036915,0.9980656808560511,0.9971312459226583,0.9969913101434377,0.9961595324365771,0.9987789155894954,1.000300770141009,0.9992365663064015,0.9997785879900929,0.9969819905052656,0.9967324077708838,0.9961364451511053,0.997223806874504,0.9986815536119248,0.9980798015199482,0.9958356750100964,0.9945167343987845,432.239990234375
31,1.0,1.0006027180484687,1.0028028120999095,1.0013207208555925,0.9991988734183952,0.9982633775380759,0.9981232828773436,0.9972905607794182,0.9999129179505437,1.0014365003986194,1.000371088278933,1.0009137253679552,0.998113952657759,0.9978640865499442,0.997267447280902,0.9983560435825866,0.9998154454292775,0.9992130101147355,0.9969663356488536,0.9956458975271879,0.9961324826152209,431.7497863769531
32,1.0,1.0021987688137923,1.0007175703145443,0.9985970009827563,0.9976620686030563,0.9975220583290431,0.9966898378254356,0.9993106154066119,1.0008332801171849,0.9997685097538136,1.0003108199826731,0.9975127337295628,0.9972630181298471,0.9966667382494507,0.9977546788297119,0.999213201598406,0.9986111291637869,0.9963658079934989,0.9950461652443355,0.9955324572354088,0.9972377993267074,432.010009765625
33,1.0,0.998522051168551,0.9964061342488985,0.9954732530592653,0.9953335499600697,0.9945031553023388,0.9971181830420738,0.9986375071102674,0.9975750727943369,0.9981161932244702,0.9953242458182464,0.9950750780807811,0.9944801064055494,0.9955656601041923,0.9970209829543893,0.9964202314334792,0.9941798363739787,0.9928630888482107,0.9933483139414812,0.9950499146063044,0.9936948227384768,432.95989990234375
34,1.0,0.997880951234701,0.9969466892536647,0.9968067793748272,0.9959751556197393,0.9985940539572117,1.0001156268322582,0.9990516199686268,0.999593541330804,0.9967974614616049,0.9965479249219024,0.9959520726074387,0.9970392330736223,0.9984967100001397,0.9978950692850378,0.9956513581352653,0.9943326616435584,0.9948186049361503,0.9965227242020512,0.9951656266134283,0.9986532791783745,432.3200073242188
35,1.0,0.9990637540681778,0.9989235470839034,0.9980901573352976,1.0007146170308476,1.0022394210399468,1.0011731547059568,1.0017162268645212,0.998914209383639,0.9986641429409497,0.998067025305097,0.999156494409441,1.0006170663591452,1.0000141480307039,0.9977656722511067,0.9964441754432206,0.9969311506600446,0.9986388887061435,0.9972789092547433,1.00077396801965,1.0012658950472202,431.4039001464844
36,1.0,0.9998596616244925,0.9990254908869272,1.0016524100248332,1.003178642963312,1.0021113774062862,1.0026549584904292,0.9998503151736514,0.9996000143878698,0.999002337179162,1.0000928272503988,1.0015547679361225,1.0009512845988617,0.9987007017202002,0.9973779665068518,0.9978653980795026,0.9995747364867315,0.9982134825668866,1.0017118166328307,1.002204204656685,1.0004637822197653,431.0
37,1.0,0.9991657121798374,1.0017930000270518,1.0033194471846452,1.0022520318282822,1.0027956892084187,0.9999906522373091,0.9997403163197915,0.9991425552222624,1.0002331983525843,1.0016953442334857,1.0010917761924665,0.9988408774263288,0.9975179565564145,0.9980054565440216,0.9997150348706957,0.9983535898878736,1.0018524149732462,1.002344872107735,1.0006042053884754,1.000119467239845,430.93951416015625
38,1.0,1.0026294815916799,1.0041572033088944,1.0030888966773204,1.0036330080029088,1.0008256288695816,1.0005750839254688,0.9999768237067258,1.0010683775070885,1.0025317442570458,1.0019276722461052,0.9996748940145275,0.9983508685262747,0.9988387755687849,1.0005497813667563,0.9991871995985611,1.0026889461484296,1.0031818144769618,1.0014396943280808,1.00095455143064,1.0000922090444955,430.5799865722656
39,1.0,1.0015237151363126,1.000458210230275,1.0010008945773625,0.9982008780359873,0.9979509901674248,0.9973542989372874,0.9984429900444249,0.9999025189898876,0.999300031209475,0.9970531610815374,0.9957326079633997,0.9962192354279498,0.9979257539668374,0.9965667456858998,1.0000593086058625,1.0005508843450375,0.9988133330552875,0.9983294624865999,0.9974693816671375,0.9953390787514372,431.7121887207031
40,1.0,0.9989361161498881,0.9994779748586594,0.9966822182539402,0.9964327105640215,0.9958369271381081,0.996923961913904,0.998381270336465,0.9977796991791303,0.9955362474325766,0.9942177033999393,0.9947035905109437,0.9964075127577129,0.9950505720678435,0.9985378214131946,0.9990286492705341,0.9972937414860354,0.9968106070765604,0.9959518347814427,0.9938247729021238,0.9940236732331538,432.3699951171875
41,1.0,1.000542435797456,0.9977437016646922,0.9974939282448658,0.9968975102995326,0.9979857027857403,0.9994445632664062,0.9988423514256197,0.9965965103650318,0.9952765620607106,0.9957629666497019,0.9974687036024675,0.9961103177478252,0.999601281072679,1.0000926316699836,0.9983558761793669,0.9978722272235787,0.9970125403214497,0.9948832130852726,0.9950823252485175,0.9952420813170401,431.9100036621094
42,1.0,0.9972027831777739,0.9969531451705391,0.9963570505682567,0.9974446530999179,0.9989027226714531,0.99830083731483,0.9960562138183784,0.9947369811131016,0.9952231220018722,0.9969279342034718,0.9955702847864737,0.9990593555144648,0.9995504397301113,0.9978146258071042,0.9973312390575929,0.9964720182275999,0.9943438453885539,0.9945428496047881,0.9947025190628808,0.9947191851363483,432.144287109375
43,1.0,0.9997496617423798,0.9991518950570695,1.0002425483825599,1.0017047079313819,1.001101134248299,0.9988502144410971,0.9975272812047169,0.9980147857494008,0.9997243800569567,0.9983629223475511,1.001861780139416,1.0023542418773201,1.0006135588865692,1.0001288162066793,0.9992671852079622,0.9971330427096188,0.997332605145255,0.9974927224862675,0.9975094353091242,0.999484664356237,430.93548583984375
44,1.0,0.9994020836333483,1.0004930100594593,1.0019555357344105,1.0013518109159085,0.9991003274762653,0.9977770629761558,0.9982646895924372,0.9999747119840191,0.9986129133643198,1.0021126472734738,1.0026052323242611,1.0008641134648486,1.0003792494049348,0.9995174026530035,0.997382725763367,0.997582338169625,0.9977424956041707,0.997759212611934,0.9997349362582619,1.0000751557001561,430.8276062011719
45,1.0,1.00109157909912,1.0025549797652804,1.0019508937538653,0.9996980633100284,0.9983740071350615,0.9988619254857104,1.0005729709393731,0.9992103575908513,1.0027121853001058,1.0032050650517637,1.0014629045260592,1.0009777503845438,1.0001153880120361,0.9979794340005377,0.9981791658297254,0.9983394190823136,0.9983561460914294,1.000333051762013,1.0006734747483823,1.0000348006842197,430.5700073242188
46,1.0,1.0014618049903858,1.000858377667624,0.9986080036849919,0.9972853912461196,0.9977727775760374,0.9994819573248098,0.9981208297546947,1.0016188391100485,1.002111181431119,1.0003709205378328,0.9998862954029855,0.9990248733407963,0.9968912483497434,0.997090762393571,0.9972508409077988,0.9972675496779703,0.9992422997526464,0.9995823515455861,0.9989443738845037,0.99789625255561,431.0400085449219
47,1.0,0.9993974534827442,0.9971503643062839,0.9958296824467445,0.996316357352856,0.9980230422611124,0.9966639014897596,1.000156804901475,1.0006484285646213,0.9989107078801038,0.9984267901386259,0.9975666254694426,0.995436114869417,0.9956353376883337,0.9957951825405589,0.9958118669214191,0.9977837345102136,0.9981232899393323,0.997486243515891,0.9964396520995524,0.9997859309099788,431.6701049804688
48,1.0,0.9977515560314573,0.9964300779198841,0.9969170462470651,0.9986247601323756,0.9972647999217342,1.0007598092391417,1.0012517293070116,0.9995129609336664,0.9990287514334405,0.9981680681625499,0.9960362730568079,0.9962356159891141,0.9963955572133669,0.9964122516534039,0.998385308100489,0.998725068250903,0.9980876377459309,0.9970404153293725,1.000388711644082,1.002005030544105,431.4100036621094
49,1.0,0.9986755439231493,0.9991636096387447,1.000875171875844,0.9995121469800968,1.003015032338962,1.0035080609540479,1.0017653742472876,1.0012800735756937,1.000417450745704,0.9982808516165368,0.9984806437703061,0.998640945423845,0.9986576774849839,1.0006351802362028,1.000975706039806,1.0003368390782674,0.999287256734619,1.0026430984714412,1.0042630597636608,1.0055171135663126,430.4400024414063
50,1.0,1.0004887129944908,1.0022025451269727,1.0008377125704522,1.0043452434999716,1.0048389259758126,1.0030939280960065,1.0026079838125534,1.0017442169613084,0.9996047842474824,0.999804841368121,0.9999653556157304,0.9999821098671395,1.001962235207398,1.0023032126206084,1.001663498385664,1.0006125240727002,1.0039728163690742,1.0055949260743504,1.0068506430189401,1.006659246994369,429.8699035644531
51,1.0,1.0017129949695807,1.000348829098648,1.0038546466895544,1.004348088014208,1.0026039425209687,1.0021182356087952,1.001254890685433,0.9991165030294417,0.999316462427324,0.9994768982678535,0.9994936443352418,1.0014728024352189,1.001813613289736,1.0011742115387359,1.0001237505996832,1.0034824014797281,1.005103718826149,1.0063588223853197,1.0061675198527822,1.0043878244452988,430.0799865722656
52,1.0,0.9986381669422445,1.0021379893549636,1.0026305868625647,1.0008894239725972,1.0004045476511232,0.9995426791042462,0.9974079482315013,0.9976075656856888,0.9977677271704006,0.9977844446009145,0.9997602182106371,1.0001004462562235,0.9994621379241854,0.9984134733422861,1.0017663807088786,1.0033849254962208,1.0046378827459257,1.0044469073532751,1.0026702553417504,1.000021817663552,430.81671142578125
53,1.0,1.0035045950861614,1.0039978643441445,1.0022543270474489,1.0017687895048986,1.0009057456363513,0.9987681036520865,0.9989679933226352,0.9991283732179903,0.9991451134459001,1.0011235813986843,1.0014642734099142,1.0008250946230743,0.9997749999875867,1.0031324796810166,1.0047532316619847,1.0060078975571822,1.0058166617332647,1.0040375869188454,1.0013855375922034,1.0004699322453463,430.2300109863281
54,1.0,1.0004915465862323,0.9987540983421154,0.9982702564694147,0.9974102266571214,0.9952800500792243,0.9954792416639241,0.9956390614556225,0.9956557432207003,0.9976273016594681,0.9979668038529788,0.997329857305878,0.996283429974474,0.999629184154246,1.001244275892644,1.0024945600481339,1.002303992087754,1.0005311304355693,0.9978883430087571,0.9969759352815374,0.9978220400611174,431.73779296875
55,1.0,0.9982634053730437,0.9977798012143163,0.9969201939390446,0.9947910639277362,0.9949901576485972,0.995149898920019,0.9951665724892608,0.9971371622913384,0.9974764976856945,0.9968398640736723,0.9957939508573393,0.9991380612510633,1.0007523594866745,1.0020020293711986,1.001811555037827,1.0000395644015905,0.9973980753896846,0.9964861159330227,0.9973318050170205,0.9949067898023886,431.95001220703125
56,1.0,0.9995155545559173,0.9986544518943905,0.9965216180152272,0.9967210580826377,0.9968810772424727,0.9968977798173162,0.998871797688222,0.9992117233957353,0.9985739822859284,0.9975262495826124,1.0008761774430595,1.0024932839371195,1.0037451277669123,1.0035543220814125,1.0017792488625616,0.9991331646750732,0.9982196187594827,0.9990667790174327,0.9966375452084204,0.9972697659756943,431.1998901367188
57,1.0,0.9991384799790239,0.9970046123574132,0.9972041490894844,0.9973642458074451,0.9973809564776966,0.9993559311160681,0.9996960215788567,0.9990579713685324,0.9980097308498729,1.0013612823541767,1.0029791726278088,1.004231623201576,1.0040407250363297,1.002264791474556,0.9996174247823346,0.9987034360890858,0.9995510069488773,0.9971205957382268,0.9977531229304171,0.995659049362541,430.9909973144531
58,1.0,0.9978642924235531,0.9980640012087412,0.9982242359721586,0.9982409610514007,1.0002176386370873,1.000558022347257,0.9999194219699222,0.9988702775923766,1.0022247190151252,1.0038440043354806,1.0050975348508837,1.0049064720812362,1.0031290071978787,1.0004793577796351,0.9995645809878654,1.0004128826765455,0.9979803758125304,0.9986134484094378,0.9965175691996608,0.9957705392831716,430.6196899414063
59,1.0,1.0002001362176243,1.0003607139280746,1.0003774748036456,1.0023583830300395,1.002699495256175,1.002059528096128,1.0010081382573377,1.0043697591192304,1.0059925101612808,1.0072487235812024,1.0070572518840006,1.0052759827306166,1.0026206623244636,1.0017039276555157,1.0025540449461343,1.0001163318397688,1.0007507593883984,0.9986503944132309,0.9979017656446085,0.9994928414726559,429.70001220703125
60,1.0,1.000160545579465,1.0001773031012493,1.0021578149554917,1.0024988589263768,1.001859019821308,1.000807840361599,1.0041687885760282,1.0057912149118087,1.0070471769682348,1.0068557435837864,1.0050748308555397,1.0024200417688331,1.0015034905349827,1.0023534377203862,0.9999162123910796,1.000550512993186,0.9984505682930078,0.9977020893221357,0.9992928467820019,1.0011498784227593,429.7860107421875
61,1.0,1.00001675483187,1.0019969487747284,1.0023379380013004,1.0016982016030824,1.000647190878499,1.004007599594164,1.0056297654983792,1.0068855259480165,1.0066941232924183,1.004913496435942,1.0022591334954718,1.00134272938625,1.002192540138294,0.9997557060319312,1.0003899048162261,0.9982902971987696,0.9975419383735986,0.9991324404853817,1.0009891740357755,1.0015919220127891,429.8550109863281
62,1.0,1.0019801607655978,1.0023211442790485,1.0016814185993266,1.0006304254839562,1.0039907778974815,1.005612916623035,1.0068686560329696,1.0066772565842368,1.0048966595613644,1.002242341093554,1.0013259523382716,1.002175748852118,0.9997389555738168,1.0003731437323957,0.9982735712929225,0.9975252250061677,0.9991157004698019,1.0009724029114582,1.0015751407897002,1.002414217230565,429.8622131347656
63,1.0,1.0003403096456422,0.9997018482221814,0.9986529321293046,1.0020066436548478,1.0036255766328361,1.004878834390929,1.0046878131948742,1.0029107350723772,1.0002616621947442,0.9993470844504284,1.0001952015560576,0.9977632239843266,0.9983961588301568,0.9963007356654215,0.9955538682961286,0.9971412005866391,0.998994233724778,0.9995957804438083,1.000433198661973,0.9992259248639098,430.7134094238281
64,1.0,0.9993617557772045,0.9983131965191573,1.001665767132583,1.0032841493594893,1.0045369807669697,1.0043460245551556,1.0025695509837502,0.9999213793044831,0.9990071126939135,0.9998549412752985,0.9974237910474402,0.9980565105727128,0.9959618002581025,0.9952151869685136,0.9968019792583023,0.9986543820059185,0.9992557240824398,1.0000928574160566,0.998885994325144,0.9985262515210626,430.8599853515625
65,1.0,0.9989507710776546,1.0023054828164668,1.003924898626158,1.0051785301567202,1.0049874519903703,1.0032098438708523,1.0005599809318733,0.9996451304232518,1.000493500471919,0.9980607975854977,0.9986939211982585,0.9965978730930545,0.9958507829775154,0.9974385886751175,0.9992921744631543,0.9998939005878985,1.0007315685582578,0.9995239347020134,0.9991639621475287,0.9981768903289997,430.5849914550781
66,1.0,1.0033582352964132,1.0049793520286663,1.0062343002872376,1.0060430214255738,1.0042635462292133,1.0016109000571496,1.000695088652715,1.0015443497707102,0.9991090917411307,0.9997428803432236,0.9976446306938009,0.9968967558863836,0.9984862293054683,1.0003417619720454,1.0009441201083678,1.0017826679073305,1.0005737656358586,1.000213414991055,0.9992253064204355,0.9992369420781924,430.1332092285156
67,1.0,1.0016156908621716,1.0028664388148214,1.0026758001626084,1.0009022808613641,0.9982585130835674,0.9973457668955981,0.9981921855406238,0.9957650783082205,0.9963967456228416,0.9943055188051311,0.9935601471311782,0.9951443005902019,0.9969936227976673,0.9975939648441393,0.9984297060275613,0.9972248499463086,0.9968657053934191,0.9958809040175399,0.9958925007308049,0.9959504135854647,431.5776977539063
68,1.0,1.0012487303903688,1.0010583992544329,0.9992877407898898,0.9966482376332239,0.9957369637820888,0.9965820170822195,0.9941588249791543,0.9947894733609478,0.9927016198690457,0.9919574505426733,0.9935390486281227,0.995385387722385,0.9959847613663375,0.9968191544285134,0.99561624188207,0.9952576766597337,0.994274463851804,0.9942860418585892,0.9943438612949139,0.9928865149896006,432.2749938964844
69,1.0,0.9998099062399194,0.9980414560928188,0.9954052448532432,0.9944951075182576,0.9953391068907226,0.9929189369274404,0.9935487987815949,0.9914635492042115,0.9907203079857361,0.9922999335447444,0.9941439699347258,0.9947425960560481,0.9955759484857192,0.994374536179334,0.9940164181498645,0.9930344315784094,0.9930459951454171,0.9931037424709016,0.9916482137285629,0.9909088505356082,432.8147888183594
70,1.0,0.9982312136176452,0.9955945011554834,0.9946841907761751,0.9955283506181585,0.993107720508197,0.9937377021179244,0.991652056072242,0.9909086735413861,0.9924885994344481,0.9943329864308886,0.994931726368937,0.9957652372438245,0.9945635965130345,0.994205410394619,0.9932232371181526,0.9932348028837403,0.9932925611887181,0.9918367557068414,0.9910972519388349,0.9918134126067832,432.7325134277344
